supplier_id,supplier_name,region,reliability_score,payment_terms,max_capacity,item_id,sku,description,commodity_category,unit_weight_kg,moq,baseline_cost_inr,unit_price_inr,lead_time_days,defect_rate_pct,qty_ordered,logistics_cost_inr,cost_per_defect_inr,penalty_per_day_inr
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,753.5,19,4.5775,200,3902.33,686.73,59.62
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-038,SKU-CONVBL-EP300,EP300/3 Rubber Conveyor Belt 1m×1m,Conveyor & Drive,28,10,18500,16956.57,32,4.9933,10,3110.38,18554.57,53.79
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3422.48,22,5.6459,101,19409.25,3222.66,240.11
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1967.47,15,4.1596,223,10828.67,2374.24,405.01
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8749.65,24,1.7848,66,34532.33,7040.34,514.66
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,9358.84,4,2.7414,104,3096.84,13389.28,2239.62
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,209888.25,10,3.7379,510,84492.74,187008.84,166905.89
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,201.95,18,4.5203,1000,1881.06,365.87,139.73
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14697.76,5,2.6319,10,3514.45,38012.45,124.89
SUP-054,Nalco India Ltd,Odisha,69,LC 60 Days at Sight,12089,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2308.78,26,4.5702,200,3739.43,3449.94,284.91
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,16601.74,14,3.3568,21,7578.39,27979.06,316.27
SUP-034,Grindwell Norton Ltd,Maharashtra,65,Net 30,10533,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,52668.3,44,2.2437,56,19362.02,92755.62,1269.6
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,186853.99,33,4.1802,110,33613.31,372430.45,32767.75
SUP-002,Ramkrishna Forgings Ltd,Jharkhand,64,Net 60,4849,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,62162.5,20,4.8584,50,216338.37,247787.32,2856.32
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1027.68,16,2.5549,224,2273.85,876.65,231.91
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,27108.93,21,1.4947,209,57783.25,39449.1,2884.16
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,4126.63,23,2.6814,150,1936.03,3896.75,899.09
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7683.45,31,3.8076,74,5060.83,18109.73,452.07
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,7375.73,15,4.7405,50,1713.79,13484.31,332.54
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1803.26,22,4.0999,209,3348.16,3008.98,702.43
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,607.25,16,4.834,111,750,990,65.26
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3397.04,12,4.8147,268,2957.52,5558.8,1075.4
SUP-040,Gulf Oil Lubricants India,Maharashtra,68,Cash Against Documents,7726,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,1916,14,3.5173,206,1174.27,3809.1,328.56
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7944.16,22,2.371,20,3485.5,16108.38,176.03
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-027,SKU-CBDWHL-D126,CBN Grinding Wheel D126 100×10,Abrasives & Tooling,1.6,50,8400,7873.78,20,4.8672,51,1647.29,6889.28,715.08
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,49489.44,20,4.9608,18,10581.14,209224.23,1339.45
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,210793.16,14,4.7783,13,17081.45,581123.51,1830.84
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,253.31,8,1.7344,513,3397.5,169.38,121.21
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,221.36,22,8,1000,2868.89,210.89,283.47
SUP-014,Ratnamani Metals & Tubes,Gujarat,75,Net 30,3333,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,5449.79,19,4.3146,53,3952.48,8499.95,531.33
SUP-015,Man Industries India Ltd,Gujarat,80,Net 90,12443,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,640.47,18,7.2183,100,2944.91,491.23,38.36
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,844.29,17,2.2657,300,2685.72,1314.15,228.39
SUP-008,Nava Bharat Ventures,Andhra Pradesh,74,LC 60 Days at Sight,9367,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,321.62,28,4.9987,504,1284.86,171.88,138.84
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,658.83,12,4.6342,112,1503.02,773.43,107.41
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1645.09,42,5.8718,469,13946.73,2297.16,674.64
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3080.69,9,4.9835,1191,2936.79,4012,1651.86
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-004,SKU-STLBAR-SS316,Stainless Steel Bar 316L,Ferrous Metals,130,5,210000,209248.67,21,5,5,4006.88,337536.91,983.69
SUP-006,Jai Balaji Industries,West Bengal,59,Cash Against Documents,5587,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,5377.92,34,5.5288,21,12857.87,5195.66,83.12
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2962.74,19,3.4991,213,3098.85,2409.37,842.7
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,780.69,28,4.6317,200,8564.17,781.58,95.25
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,756.91,10,4.2126,200,2785.9,1590.19,295
SUP-016,Maharashtra Seamless Ltd,Maharashtra,73,LC 90 Days,13162,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8021.77,25,3.2719,20,1047.15,14475.21,242.78
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,245102.32,31,3.8328,112,31326.55,541555.46,82959.3
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,305.08,14,1.3043,500,2902.03,177.53,158.74
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,828.8,9,2.7479,660,16387.2,762.26,583.08
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1049.08,17,2.2584,203,5687.2,609.66,318.97
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,272.25,19,4.9673,853,3110.08,500.64,248.92
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-012,SKU-BRGBL-6205,Deep Groove Ball Bearing 6205-2RS,Bearings & Bushings,0.1,500,420,441.99,11,2.7772,3871,3339.43,754.25,2767.04
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,26471.09,27,5.7069,200,4060.89,51994.21,5332.23
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,882.91,21,6.9493,301,3066.36,1413.52,256.99
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,879228.57,25,3.2165,53,7020.6,1824404.67,66902.87
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,13558.27,26,4.3678,19,22990.18,31430.47,543.11
SUP-037,Sandvik Asia Pvt Ltd,Maharashtra,91,Net 45,8696,ITM-006,SKU-STLANG-MS,MS Equal Angle 50×50×6,Ferrous Metals,45,25,8200,7918.82,28,2.75,25,3066.05,18349.81,273.28
SUP-035,Jyoti CNC Automation,Gujarat,81,Net 60,10394,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,56161.42,14,3.4078,18,29876.2,184095.87,806.14
SUP-043,Balmer Lawrie & Co,West Bengal,90,Cash Against Documents,8335,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3522.57,16,3.7902,113,15380.86,5066.54,674.46
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3130.64,65,4.8503,886,5139.63,3268.71,2695.55
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,772.76,32,6.804,111,3595.13,513.19,105.66
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,4854.35,14,4.6989,198,5735.68,4956.86,755.95
SUP-041,Tide Water Oil Co,West Bengal,72,Advance 30% Net 60,8531,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,54265.45,19,6.8447,399,12922.66,60393.82,19232.86
SUP-048,NOCIL Ltd,Maharashtra,65,Advance 30% Net 60,413,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,3632.5,15,3.9039,150,1730.12,2054.71,341.24
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1947.38,34,7.1756,291,13017.24,3611.79,703.41
SUP-047,Aarti Industries Ltd,Gujarat,66,Net 45,14049,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,2850.18,19,4.6153,449,1906.91,5833.04,1203.25
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,671.31,26,2.378,101,2685.05,1193.17,45.15
SUP-012,Hindalco Industries Ltd,Maharashtra,95,LC 90 Days,12052,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11942.42,22,4.992,20,5019.98,25377.7,170.82
SUP-039,Castrol India Ltd,Maharashtra,74,Net 90,9230,ITM-028,SKU-RBBRSH-NBR,NBR O-Ring Seal Kit Assorted 100pcs,Seals & Gaskets,0.02,1000,95,100.69,19,4.9514,1081,1066.69,162.24,81.43
SUP-050,Wendt India Ltd,Tamil Nadu,79,Net 15,12930,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,7215.26,28,4.8261,40,24036.37,14847.19,484.08
SUP-007,Prakash Industries Ltd,Chhattisgarh,63,Net 30,7040,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,65307.04,27,4.5477,202,6577.43,35484.16,13622.05
SUP-051,Bosch Ltd (India),Karnataka,87,Net 15,308,ITM-017,SKU-BRGNDL-HK,Needle Roller Bearing HK2520,Bearings & Bushings,0.05,500,320,322.57,24,2.7463,2036,2466.11,491.81,862.22
SUP-009,Tata Steel Ltd,Jharkhand,98,Net 30,7468,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1850.85,34,2.3752,110,8934.46,3902.71,156.41
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-008,SKU-ALUING-6061,Aluminium Ingot 6061-T6,Non-Ferrous Metals,25,100,215000,188702.38,13,4.8184,428,69627.61,383078.74,132050.8
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,708.35,9,2.626,329,750,1491.66,212.6
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1923.04,19,4.668,174,8458.52,2603.81,373.26
SUP-053,Freudenberg Sealing Tech India,Maharashtra,89,Advance 30% Net 60,10279,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,820.94,16,2.6614,689,2472.23,1741.65,2078.95
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1002.28,39,2.6036,187,2603.83,948.85,181.19
SUP-004,Amtek Auto Ltd,Haryana,76,Net 15,2390,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,226.79,14,7.3981,376,2640.66,125.12,32.86
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-009,SKU-COPCAT-EF,Electrolytic Copper Cathode,Non-Ferrous Metals,25,50,785000,756469.37,10,2.8347,50,10272.98,1538624.95,36055.79
SUP-052,Parker Hannifin India,Maharashtra,91,Net 60,7017,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,811.48,28,2.7053,426,2538.82,1385.94,287.54
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-015,SKU-BRGTPR-32210,Tapered Roller Bearing 32210,Bearings & Bushings,1.4,150,3800,2914.41,6,1.1167,150,3652.32,2744.43,417.2
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-040,SKU-SPRKT-12B,Simplex Sprocket 12B-1 Z=19,Conveyor & Drive,0.8,100,680,647.25,12,1.601,100,1796.04,1180.72,50.91
SUP-049,Carborundum Universal Ltd,Tamil Nadu,67,Net 60,2704,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3437.25,24,4.4346,360,4092.89,4758.91,1027.83
SUP-033,Minda Industries Ltd,Haryana,67,Net 45,1557,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1826.45,7,3.2494,113,6382.65,1745.76,322.87
SUP-027,National Engineering Industries,Rajasthan,73,Net 15,4957,ITM-002,SKU-STLCL-CR,Cold-Rolled Steel Coil 1.5mm,Ferrous Metals,820,15,62000,62998.02,27,2.9041,53,335037.68,159619.62,2856.02
SUP-026,ABC Bearings Ltd,Gujarat,87,Net 45,13504,ITM-026,SKU-ABPAPER-P120,Abrasive Sheet P120 230×280,Abrasives & Tooling,0.02,2000,42,43.63,24,3.7132,12987,3329.48,43.77,432.46
SUP-024,NRB Bearings Ltd,Maharashtra,88,Net 60,7462,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,812.14,14,4.9261,429,750,1651.53,287.61
SUP-055,HPCL Mittal Energy Ltd,Punjab,80,Net 90,4592,ITM-011,SKU-ZNCING-SHG,Zinc SHG Ingot 25kg,Non-Ferrous Metals,25,200,24500,21438.11,12,4.8013,227,73849.96,35819.08,6286.82
SUP-019,Uttam Galva Steels Ltd,Maharashtra,67,Net 45,1253,ITM-014,SKU-BRGRL-NU210,Cylindrical Roller Bearing NU210,Bearings & Bushings,0.9,200,2100,2121.35,29,8,600,2595.53,3564.51,1006.92
SUP-042,Indian Oil Tanking Ltd,Gujarat,78,Advance 30% Net 60,6231,ITM-005,SKU-STLPIP-GI50,Galvanised Iron Pipe DN50 6m,Ferrous Metals,18,50,3600,3694.43,12,3.2491,55,3614.22,2567.29,256.29
SUP-058,Thermax Ltd,Maharashtra,82,Net 60,2281,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,857.91,19,3.5421,220,3164.43,1065.25,174.13
SUP-022,Schaeffler India Ltd,Gujarat,81,Net 90,13368,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,1044.04,14,0.8703,651,5029.17,2073.99,1244.94
SUP-061,Isgec Heavy Engineering,Uttar Pradesh,75,Net 45,779,ITM-007,SKU-STLCHN-G80,Alloy Steel Chain Grade 80 10mm,Ferrous Metals,8,100,4100,3414.77,26,3.1633,111,4983.14,3290.4,332.19
SUP-003,Mahindra CIE Automotive,Maharashtra,89,LC 60 Days at Sight,13756,ITM-025,SKU-ENDML-TIN12,TiN Coated End Mill 12mm 4-Flute,Abrasives & Tooling,0.08,200,620,600.87,19,4.9471,200,1115.24,1173.61,312.97
SUP-013,Vedanta Ltd,Rajasthan,77,Advance 30% Net 60,5374,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,11382.14,24,4.7611,5,9739.42,11239.62,49.93
SUP-057,Finolex Industries Ltd,Maharashtra,71,Net 45,3106,ITM-020,SKU-LUBGRSE-EP2,EP2 Grease 180kg Drum,Lubricants & Fluids,180,5,11800,10859.73,24,2.7637,10,3748.94,29226.24,52.15
SUP-044,Deepak Nitrite Ltd,Gujarat,64,Net 60,5093,ITM-010,SKU-BRASRD-C360,Free-Cutting Brass Rod C360,Non-Ferrous Metals,3,200,68000,64504.82,34,1.596,200,1369.21,89967.69,5904.34
SUP-005,Kalyani Steels Ltd,Maharashtra,85,Net 15,2740,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,232.28,38,4.0302,1580,1157.54,152.01,193.64
SUP-017,APL Apollo Tubes Ltd,Uttar Pradesh,85,Net 45,5707,ITM-033,SKU-FASTNR-M20,M20×80 Hex Bolt 10.9 HDG (50pcs),Fasteners,3.2,200,820,842.85,23,4.2851,203,4803.78,614.01,223.49
SUP-032,Precision Camshafts Ltd,Maharashtra,75,Advance 50% Net 30,10320,ITM-016,SKU-BRGSLF-PB,Sintered Bronze Bush 25×30×25,Bearings & Bushings,0.06,1000,185,196.88,30,4.5686,1083,766.28,390.31,337.02
SUP-060,Kirloskar Electric Co,Karnataka,71,Net 90,4409,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14665.94,63,1.4887,10,14848.88,13239.56,147.39
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,919.81,7,4.1391,178,4629.93,1367.4,171.62
SUP-030,Lakshmi Machine Works,Tamil Nadu,83,Cash Against Documents,5763,ITM-018,SKU-LUBIND-VG46,Industrial Gear Oil VG46 200L,Lubricants & Fluids,185,10,14500,14087.86,25,2.1289,18,34654.85,12513.79,339.14
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-034,SKU-FASTNR-STUD,M16 Stud Bolt B7/2H Set (10pcs),Fasteners,1.8,100,640,701.57,16,2.6298,111,3221.02,765.6,122.19
SUP-030,Lakshmi Machine Works,Tamil Nadu,83,Cash Against Documents,5763,ITM-023,SKU-ABWHL-A60,Alumina Grinding Wheel A60 200×25,Abrasives & Tooling,2.8,100,950,925.93,13,3.0645,192,6009.66,1377.4,128.82
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-003,SKU-STLPL-MS16,Mild Steel Plate 16mm,Ferrous Metals,600,10,51000,42693.52,20,4.6513,10,48072.09,149868.07,511.28
SUP-034,Grindwell Norton Ltd,Maharashtra,65,Net 30,10533,ITM-013,SKU-BRGBL-6308,Deep Groove Ball Bearing 6308-ZZ,Bearings & Bushings,0.4,300,890,733.27,36,2.4836,322,2257.58,1139.58,523.68
SUP-062,WPIL Ltd,West Bengal,63,Cash on Delivery,8372,ITM-030,SKU-OILSEAL-TC,TC Rotary Oil Seal 50×70×10,Seals & Gaskets,0.05,500,220,212.36,27,5.4548,548,830.18,327,63.85
SUP-011,SAIL (Steel Authority of India),Delhi,74,Advance 50% Net 30,1273,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,8088.95,18,4.8399,44,20414.84,5851.27,390.12
SUP-020,Sunflag Iron & Steel Co,Maharashtra,69,Net 30,1342,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,6154.89,12,2.7422,40,2143.91,14028.19,335.32
SUP-028,Rane Holdings Ltd,Tamil Nadu,75,LC 90 Days,3016,ITM-036,SKU-WELELE-E7018,E7018 Welding Electrode 5kg Pack,Welding Consumables,5,100,1950,1824.08,27,4.7368,564,14890.04,3918.07,1150.34
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-035,SKU-WELWIR-ER70,ER70S-6 MIG Welding Wire 15kg,Welding Consumables,15,50,5600,4582.58,23,4.8043,167,23555.6,3070.6,665.64
SUP-025,Tube Investments of India,Tamil Nadu,82,Advance 50% Net 30,7461,ITM-039,SKU-VBELT-B68,Classical V-Belt B68,Conveyor & Drive,0.3,200,240,250.57,30,4.359,363,3921.8,367.21,27.29
SUP-045,Hikal Ltd,Maharashtra,77,Advance 50% Net 30,2154,ITM-022,SKU-COMPOL-VG100,Compressor Oil VG100 50L,Lubricants & Fluids,47,20,7600,6944.67,27,7.6727,21,3479.41,13165.31,138.36
SUP-056,Welspun India Ltd,Gujarat,74,LC 60 Days at Sight,8618,ITM-024,SKU-DRLBIT-TCR10,Tungsten Carbide Drill Bit 10mm,Abrasives & Tooling,0.05,500,280,294.45,20,4.4619,565,1089.18,309.16,124.25
SUP-023,Timken India Ltd,Maharashtra,88,Net 60,5761,ITM-031,SKU-MFGASK-AF,Aramid Fibre Manifold Gasket Set,Seals & Gaskets,0.3,200,780,842.92,12,2.22,200,1425.4,1107.28,130.24
SUP-001,Bharat Forge Ltd,Maharashtra,79,LC 90 Days,1657,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3416.84,26,2.5201,221,1199.99,3609.28,552.12
SUP-059,Elgi Equipments Ltd,Tamil Nadu,85,LC 90 Days,5248,ITM-037,SKU-WELFLU-AG,Silver Brazing Flux 500g,Welding Consumables,0.5,200,3100,3043.44,15,4.1329,627,3922.53,4320.18,1342.71
SUP-031,Endurance Technologies,Maharashtra,74,Cash on Delivery,1596,ITM-019,SKU-LUBHYD-AW68,Hydraulic Oil AW68 210L,Lubricants & Fluids,195,10,16200,13572.36,19,4.9596,29,3904.38,35369.8,920.53
